tissue	trait	p1_trait_prior	p2_tissue_prior	p12	pm1	pm2	enloc_enrich_intercept_effect(inteffect)	inteffect_95ci_lower	inteffect_95ci_upper	enloc_enrich_log_odds_ratio_effect(logor)	logor_95ci_lower	logor_95ci_upper
Brain_Hippocampus	HDL_Cholesterol	3.05642E-05	1.64964E-03	1.36875E-07	3.07011E-05	1.64978E-03	-10.394	-10.426	-10.361	0.997	-1.930	3.925
Brain_Hippocampus	HDL_Cholesterol_NMR	8.48119E-06	1.64976E-03	1.50164E-08	8.49621E-06	1.64978E-03	-11.676	-11.702	-11.650	0.069	-1.836	1.974
Brain_Hippocampus	Hayfever_UKB	4.78854E-05	1.64777E-03	2.01009E-06	4.98955E-05	1.64978E-03	-9.945	-10.010	-9.879	3.236	-0.248	6.719
Brain_Hippocampus	Heart_Attack_UKB	1.43657E-05	1.64975E-03	3.16625E-08	1.43974E-05	1.64978E-03	-11.149	-11.175	-11.124	0.288	-2.007	2.584
Brain_Hippocampus	Heart_Rate	1.41660E-05	1.64972E-03	6.02267E-08	1.42262E-05	1.64978E-03	-11.163	-11.244	-11.082	0.945	-2.359	4.249
Brain_Hippocampus	Height	1.20631E-04	1.64332E-03	6.45900E-06	1.27090E-04	1.64978E-03	-9.021	-9.047	-8.996	3.482	2.346	4.617
Brain_Hippocampus	High_Cholesterol_UKBS	2.87268E-05	1.64751E-03	2.27281E-06	3.09996E-05	1.64978E-03	-10.456	-10.543	-10.368	3.870	0.428	7.313
Brain_Hippocampus	High_Light_Scatter_Reticulocyte_Count	6.62075E-05	1.64385E-03	5.93456E-06	7.21420E-05	1.64978E-03	-9.621	-9.660	-9.582	3.997	2.630	5.365
Brain_Hippocampus	Hip_Circumference_EUR	2.98394E-05	1.64957E-03	2.06650E-07	3.00460E-05	1.64978E-03	-10.418	-10.463	-10.372	1.433	-1.822	4.689
Brain_Hippocampus	Hypertension_UKBS	6.29787E-05	1.63803E-03	1.17546E-05	7.47333E-05	1.64978E-03	-9.671	-9.714	-9.627	4.734	3.692	5.776
Brain_Hippocampus	Hyperthyroidism_UKBS	1.48477E-05	1.64976E-03	2.47083E-08	1.48724E-05	1.64978E-03	-11.116	-11.141	-11.091	0.007	-1.493	1.507
Brain_Hippocampus	Hypothyroidism_UKBS	3.78951E-05	1.64482E-03	4.95990E-06	4.28550E-05	1.64978E-03	-10.179	-10.239	-10.120	4.375	2.222	6.529
Brain_Hippocampus	Inflammatory_Bowel_Disease	3.12753E-05	1.64880E-03	9.80006E-07	3.22553E-05	1.64978E-03	-10.371	-10.463	-10.280	2.943	-1.021	6.907
Brain_Hippocampus	Inflammatory_Bowel_Disease_UKBS	8.67276E-05	1.64969E-03	9.25822E-08	8.68202E-05	1.64978E-03	-9.351	-9.373	-9.329	-0.437	-1.588	0.713
Brain_Hippocampus	Insomnia_In_Both_Sexes	5.76528E-06	1.64977E-03	1.04452E-08	5.77572E-06	1.64978E-03	-12.062	-12.089	-12.035	0.092	-1.449	1.632
Brain_Hippocampus	Insomnia_UKB	3.44609E-05	1.64230E-03	7.47717E-06	4.19381E-05	1.64978E-03	-10.274	-10.354	-10.195	4.882	2.687	7.078
Brain_Hippocampus	Insomnia_UKBS	5.36674E-05	1.64971E-03	6.68273E-08	5.37342E-05	1.64978E-03	-9.831	-9.853	-9.809	-0.283	-1.668	1.101
Brain_Hippocampus	Intracraneal_Volume	1.87922E-06	1.64978E-03	3.12411E-09	1.88235E-06	1.64978E-03	-13.183	-13.212	-13.154	0.006	-3.060	3.072
Brain_Hippocampus	Irritable_Bowel_Syndrome_UKBS	1.75568E-06	1.64978E-03	2.91874E-09	1.75860E-06	1.64978E-03	-13.251	-13.281	-13.221	0.006	-2.310	2.322
Brain_Hippocampus	LDL_Cholesterol	2.58118E-05	1.64970E-03	7.92102E-08	2.58911E-05	1.64978E-03	-10.563	-10.588	-10.538	0.619	-1.721	2.959
Brain_Hippocampus	LDL_Cholesterol_NMR	1.05155E-05	1.64972E-03	5.73468E-08	1.05728E-05	1.64978E-03	-11.461	-11.487	-11.435	1.194	-0.968	3.355
Brain_Hippocampus	Lymphocyte_Count	7.24420E-05	1.64455E-03	5.22901E-06	7.76711E-05	1.64978E-03	-9.531	-9.568	-9.494	3.780	2.186	5.374
Brain_Hippocampus	Migraine_UKB	2.69729E-05	1.64974E-03	3.91394E-08	2.70120E-05	1.64978E-03	-10.519	-10.542	-10.496	-0.130	-1.541	1.282
Brain_Hippocampus	Migraine_UKBS	1.28951E-05	1.64976E-03	2.36447E-08	1.29187E-05	1.64978E-03	-11.257	-11.282	-11.232	0.104	-1.587	1.795
Brain_Hippocampus	Monocyte_Count	7.00906E-05	1.64167E-03	8.11300E-06	7.82036E-05	1.64978E-03	-9.564	-9.600	-9.528	4.254	3.151	5.356
Brain_Hippocampus	Mothers_Age_At_Death_UKB	4.91285E-06	1.64977E-03	8.14291E-09	4.92099E-06	1.64978E-03	-12.222	-12.250	-12.194	0.003	-1.788	1.794
Brain_Hippocampus	Multiple_Sclerosis	1.23154E-05	1.64975E-03	3.01786E-08	1.23455E-05	1.64978E-03	-11.303	-11.329	-11.277	0.394	-2.381	3.168
Brain_Hippocampus	Multiple_Sclerosis_UKBS	2.00823E-05	1.64975E-03	3.09426E-08	2.01133E-05	1.64978E-03	-10.814	-10.839	-10.789	-0.070	-1.519	1.380
Brain_Hippocampus	Myeloid_White_Cell_Count	6.60091E-05	1.64150E-03	8.27607E-06	7.42852E-05	1.64978E-03	-9.624	-9.662	-9.587	4.334	3.116	5.553
Brain_Hippocampus	Neuroticism	7.98073E-08	1.64978E-03	1.31882E-10	7.99392E-08	1.64978E-03	-16.342	-16.379	-16.305	0.000	-0.252	0.252
Brain_Hippocampus	Neuroticism_UKB	5.60253E-05	1.64600E-03	3.78143E-06	5.98067E-05	1.64978E-03	-9.788	-9.838	-9.737	3.712	1.026	6.398
Brain_Hippocampus	Neutrophil_Count	6.45084E-05	1.64199E-03	7.78863E-06	7.22970E-05	1.64978E-03	-9.647	-9.684	-9.610	4.296	3.015	5.577
Brain_Hippocampus	Osteoporosis_UKBS	1.13913E-05	1.64976E-03	1.99482E-08	1.14112E-05	1.64978E-03	-11.381	-11.407	-11.355	0.058	-1.911	2.027
Brain_Hippocampus	Parkinsons_Disease_UKBS	3.27148E-05	1.64973E-03	4.60222E-08	3.27608E-05	1.64978E-03	-10.326	-10.349	-10.303	-0.161	-5.269	4.947
Brain_Hippocampus	Platelet_Count	7.95018E-05	1.64270E-03	7.07875E-06	8.65806E-05	1.64978E-03	-9.438	-9.471	-9.405	3.991	2.736	5.247
Brain_Hippocampus	Psoriasis_UKBS	1.80626E-05	1.64972E-03	6.39508E-08	1.81265E-05	1.64978E-03	-10.920	-10.958	-10.882	0.762	-2.023	3.547
Brain_Hippocampus	Psychological_Problem_UKBS	5.11523E-05	1.64972E-03	6.44000E-08	5.12167E-05	1.64978E-03	-9.879	-9.901	-9.857	-0.272	-1.711	1.167
Brain_Hippocampus	Pubertal_Height_Female	6.91328E-07	1.64978E-03	1.14242E-09	6.92470E-07	1.64978E-03	-14.183	-14.215	-14.151	-0.000	-0.906	0.906
Brain_Hippocampus	Pubertal_Height_Male	1.27361E-06	1.64978E-03	2.13219E-09	1.27575E-06	1.64978E-03	-13.572	-13.603	-13.541	0.013	-1.910	1.936
Brain_Hippocampus	Pulmonary_Embolism_UKB	1.26398E-05	1.64976E-03	2.01085E-08	1.26599E-05	1.64978E-03	-11.277	-11.303	-11.251	-0.038	-1.489	1.413
Brain_Hippocampus	Red_Blood_Cell_Count	7.35368E-05	1.64238E-03	7.39574E-06	8.09325E-05	1.64978E-03	-9.516	-9.553	-9.480	4.113	2.942	5.284
Brain_Hippocampus	Reticulocyte_Count	6.60091E-05	1.64445E-03	5.32899E-06	7.13381E-05	1.64978E-03	-9.624	-9.659	-9.588	3.892	2.430	5.355
Brain_Hippocampus	Rheumatoid_Arthritis	2.95425E-05	1.64801E-03	1.77415E-06	3.13166E-05	1.64978E-03	-10.428	-10.500	-10.356	3.594	0.491	6.697
Brain_Hippocampus	Rheumatoid_Arthritis_UKBS	1.01234E-05	1.64976E-03	1.77812E-08	1.01412E-05	1.64978E-03	-11.499	-11.525	-11.473	0.061	-1.627	1.748
Brain_Hippocampus	Schizophrenia	8.14328E-05	1.64017E-03	9.60762E-06	9.10404E-05	1.64978E-03	-9.414	-9.452	-9.377	4.274	2.975	5.574
Brain_Hippocampus	Schizophrenia_UKBS	4.88527E-05	1.64972E-03	6.24968E-08	4.89152E-05	1.64978E-03	-9.925	-9.947	-9.903	-0.256	-1.791	1.279
Brain_Hippocampus	Sleep_Duration	8.76574E-06	1.64977E-03	1.47044E-08	8.78044E-06	1.64978E-03	-11.643	-11.669	-11.617	0.015	-1.354	1.384
Brain_Hippocampus	Sleep_Duration_UKB	4.49619E-05	1.64884E-03	9.44428E-07	4.59063E-05	1.64978E-03	-10.008	-10.099	-9.917	2.543	-1.682	6.769
Brain_Hippocampus	Smoker	4.29497E-07	1.64978E-03	7.10456E-10	4.30207E-07	1.64978E-03	-14.659	-14.692	-14.626	0.001	-1.045	1.047
Brain_Hippocampus	Standing_Height_UKB	1.08175E-04	1.64201E-03	7.76541E-06	1.15940E-04	1.64978E-03	-9.130	-9.154	-9.106	3.776	2.856	4.696
Brain_Hippocampus	Stroke	1.26726E-06	1.64978E-03	2.09206E-09	1.26935E-06	1.64978E-03	-13.577	-13.608	-13.546	-0.001	-1.443	1.441
Brain_Hippocampus	Sum_Basophil_Neutrophil_Count	6.45729E-05	1.64199E-03	7.78863E-06	7.23615E-05	1.64978E-03	-9.646	-9.682	-9.610	4.295	3.018	5.572
Brain_Hippocampus	Sum_Eosinophil_Basophil_Count	6.66059E-05	1.64413E-03	5.65175E-06	7.22576E-05	1.64978E-03	-9.615	-9.648	-9.582	3.942	2.603	5.281
Brain_Hippocampus	Sum_Neutrophil_Eosinophil_Count	6.52218E-05	1.64200E-03	7.78088E-06	7.30027E-05	1.64978E-03	-9.636	-9.677	-9.594	4.284	3.011	5.557
Brain_Hippocampus	Systemic_Lupus_Erythematosus	3.64093E-05	1.64969E-03	9.12951E-08	3.65005E-05	1.64978E-03	-10.219	-10.243	-10.195	0.417	-2.567	3.401
Brain_Hippocampus	Systolic_Blood_Pressure	1.11993E-05	1.64976E-03	2.16096E-08	1.12209E-05	1.64978E-03	-11.398	-11.424	-11.372	0.155	-1.700	2.009
Brain_Hippocampus	Triglycerides	2.36612E-05	1.64873E-03	1.04683E-06	2.47080E-05	1.64978E-03	-10.650	-10.696	-10.605	3.288	1.042	5.534
Brain_Hippocampus	Triglycerides_NMR	1.04213E-05	1.64971E-03	7.03941E-08	1.04917E-05	1.64978E-03	-11.470	-11.501	-11.438	1.408	-1.394	4.210
Brain_Hippocampus	Type_1_Diabetes_UKBS	5.59693E-05	1.64971E-03	6.90693E-08	5.60384E-05	1.64978E-03	-9.789	-9.811	-9.767	-0.292	-1.632	1.047
Brain_Hippocampus	Type_2_Diabetes	1.56558E-05	1.64975E-03	2.95515E-08	1.56854E-05	1.64978E-03	-11.063	-11.088	-11.038	0.133	-1.865	2.130
Brain_Hippocampus	Type_2_Diabetes_UKBS	1.10215E-05	1.64976E-03	1.76925E-08	1.10392E-05	1.64978E-03	-11.414	-11.440	-11.388	-0.029	-1.446	1.389
Brain_Hippocampus	Ulcerative_Colitis	2.59932E-05	1.64969E-03	9.32325E-08	2.60864E-05	1.64978E-03	-10.556	-10.605	-10.508	0.775	-4.443	5.994
Brain_Hippocampus	Ulcerative_Colitis_UKBS	1.62785E-05	1.64975E-03	2.75537E-08	1.63060E-05	1.64978E-03	-11.024	-11.049	-10.999	0.024	-1.790	1.837
Brain_Hippocampus	Waist-to-Hip_Ratio_EUR	1.89128E-05	1.64973E-03	5.44411E-08	1.89673E-05	1.64978E-03	-10.874	-10.909	-10.838	0.555	-2.059	3.169
Brain_Hippocampus	Waist_Circumference_EUR	2.73805E-05	1.64958E-03	1.96770E-07	2.75773E-05	1.64978E-03	-10.504	-10.569	-10.440	1.470	-2.038	4.978
Brain_Hippocampus	White_Blood_Cell_Count	7.11498E-05	1.64091E-03	8.87292E-06	8.00228E-05	1.64978E-03	-9.549	-9.584	-9.515	4.329	3.217	5.442
Brain_Hypothalamus	Adiponectin	7.32184E-06	1.64084E-03	1.43926E-08	7.33623E-06	1.64085E-03	-11.823	-11.849	-11.797	0.179	-2.651	3.009
Brain_Hypothalamus	Alzheimers_Disease	1.38302E-05	1.64082E-03	2.72406E-08	1.38574E-05	1.64085E-03	-11.187	-11.212	-11.162	0.181	-1.775	2.138
Brain_Hypothalamus	Ankylosing_Spondylitis_UKBS	2.19957E-05	1.64082E-03	3.30726E-08	2.20288E-05	1.64085E-03	-10.723	-10.747	-10.699	-0.089	-1.540	1.361
Brain_Hypothalamus	Asthma	1.27414E-05	1.64083E-03	2.12575E-08	1.27626E-05	1.64085E-03	-11.269	-11.294	-11.244	0.015	-1.833	1.864
Brain_Hypothalamus	Asthma_TAGC_EUR	1.67576E-05	1.64082E-03	2.96573E-08	1.67873E-05	1.64085E-03	-10.995	-11.020	-10.970	0.074	-1.775	1.924
Brain_Hypothalamus	Asthma_UKB	3.69229E-05	1.63573E-03	5.12352E-06	4.20464E-05	1.64085E-03	-10.205	-10.270	-10.141	4.439	2.356	6.523
Brain_Hypothalamus	Asthma_UKBS	3.72194E-05	1.63470E-03	6.15467E-06	4.33741E-05	1.64085E-03	-10.197	-10.243	-10.150	4.615	3.063	6.166
Brain_Hypothalamus	Attention_Deficit_Hyperactivity_Disorder	3.57244E-05	1.64078E-03	7.08583E-08	3.57952E-05	1.64085E-03	-10.238	-10.261	-10.215	0.188	-2.310	2.686
Brain_Hypothalamus	Autism_Spectrum_Disorder	8.59734E-07	1.64085E-03	1.41726E-09	8.61151E-07	1.64085E-03	-13.965	-13.997	-13.933	0.003	-3.060	3.066
Brain_Hypothalamus	BMI_Active_Inds	2.19079E-05	1.64077E-03	7.96527E-08	2.19875E-05	1.64085E-03	-10.727	-10.778	-10.675	0.794	-3.811	5.399
Brain_Hypothalamus	BMI_Childhood	1.29339E-05	1.64083E-03	2.21694E-08	1.29561E-05	1.64085E-03	-11.254	-11.279	-11.229	0.042	-1.923	2.006
Brain_Hypothalamus	BMI_EUR	4.14226E-05	1.64054E-03	3.06598E-07	4.17292E-05	1.64085E-03	-10.090	-10.128	-10.052	1.505	-1.769	4.778
Brain_Hypothalamus	BMI_UKB	9.80787E-05	1.63117E-03	9.67991E-06	1.07759E-04	1.64085E-03	-9.228	-9.253	-9.204	4.101	3.083	5.119
Brain_Hypothalamus	Balding_Pattern_2_UKB	2.38276E-05	1.64081E-03	4.14588E-08	2.38691E-05	1.64085E-03	-10.643	-10.667	-10.619	0.057	-2.019	2.133
Brain_Hypothalamus	Balding_Pattern_3_UKB	2.16682E-05	1.64081E-03	3.75135E-08	2.17057E-05	1.64085E-03	-10.738	-10.762	-10.714	0.052	-1.835	1.938
Brain_Hypothalamus	Balding_Pattern_4_UKB	5.18221E-05	1.64072E-03	1.26172E-07	5.19483E-05	1.64085E-03	-9.866	-9.889	-9.843	0.393	-1.650	2.435
Brain_Hypothalamus	Birth_Length	1.04694E-06	1.64085E-03	1.75545E-09	1.04869E-06	1.64085E-03	-13.768	-13.799	-13.736	0.020	-1.634	1.674
Brain_Hypothalamus	Birth_Weight	2.74356E-05	1.63221E-03	8.64247E-06	3.60781E-05	1.64085E-03	-10.502	-10.561	-10.443	5.261	3.798	6.725
Brain_Hypothalamus	Birth_Weight_UKB	4.44704E-05	1.63168E-03	9.17391E-06	5.36443E-05	1.64085E-03	-10.019	-10.057	-9.981	4.838	3.513	6.163
Brain_Hypothalamus	Body_Fat_Percentage_UKB	9.38572E-05	1.63095E-03	9.90377E-06	1.03761E-04	1.64085E-03	-9.272	-9.299	-9.245	4.168	3.084	5.252
Brain_Hypothalamus	Bone_Mineral_Density	7.05588E-06	1.64084E-03	1.15388E-08	7.06742E-06	1.64085E-03	-11.860	-11.886	-11.834	-0.005	-1.297	1.288
Brain_Hypothalamus	Breast_Cancer	2.83277E-05	1.63934E-03	1.51444E-06	2.98421E-05	1.64085E-03	-10.470	-10.559	-10.381	3.483	-0.229	7.194
Brain_Hypothalamus	CH2DB_NMR	4.68265E-06	1.64084E-03	8.42093E-09	4.69107E-06	1.64085E-03	-12.270	-12.298	-12.242	0.090	-2.152	2.331
Brain_Hypothalamus	Celiac_Disease	5.66815E-06	1.64084E-03	1.00314E-08	5.67818E-06	1.64085E-03	-12.079	-12.108	-12.051	0.074	-1.707	1.855
Brain_Hypothalamus	Chronic_Kidney_Disease	4.33996E-06	1.64084E-03	8.43778E-09	4.34839E-06	1.64085E-03	-12.346	-12.374	-12.318	0.168	-1.700	2.037
Brain_Hypothalamus	Chronotype	2.21724E-05	1.64081E-03	4.22118E-08	2.22146E-05	1.64085E-03	-10.715	-10.739	-10.691	0.147	-1.579	1.872
Brain_Hypothalamus	Chronotype_UKB	6.17323E-05	1.63484E-03	6.00925E-06	6.77415E-05	1.64085E-03	-9.691	-9.732	-9.650	4.085	2.080	6.090
Brain_Hypothalamus	Coronary_Artery_Disease	2.86124E-05	1.64058E-03	2.74118E-07	2.88865E-05	1.64085E-03	-10.460	-10.560	-10.359	1.763	-2.315	5.841
Brain_Hypothalamus	Crohns_Disease	2.80178E-05	1.64075E-03	9.79704E-08	2.81158E-05	1.64085E-03	-10.481	-10.538	-10.423	0.755	-2.021	3.531
Brain_Hypothalamus	Crohns_Disease_UKBS	2.22390E-05	1.64082E-03	3.37744E-08	2.22727E-05	1.64085E-03	-10.712	-10.736	-10.688	-0.079	-1.527	1.370
Brain_Hypothalamus	Deep_Venous_Thrombosis_UKB	9.88342E-06	1.64083E-03	1.68899E-08	9.90031E-06	1.64085E-03	-11.523	-11.549	-11.497	0.039	-2.691	2.769
Brain_Hypothalamus	Deep_Venous_Thrombosis_UKBS	9.70711E-06	1.64083E-03	1.66884E-08	9.72380E-06	1.64085E-03	-11.541	-11.567	-11.515	0.045	-1.735	1.824
Brain_Hypothalamus	Depressive_Symptoms	9.65870E-06	1.64083E-03	1.58587E-08	9.67456E-06	1.64085E-03	-11.546	-11.572	-11.520	-0.001	-1.539	1.537
Brain_Hypothalamus	Diastolic_Blood_Pressure	1.14599E-05	1.64083E-03	1.86103E-08	1.14785E-05	1.64085E-03	-11.375	-11.400	-11.350	-0.012	-1.537	1.513
Brain_Hypothalamus	ER-negative_Breast_Cancer	2.45778E-05	1.64054E-03	3.08752E-07	2.48866E-05	1.64085E-03	-10.612	-10.655	-10.569	2.034	-0.916	4.984
Brain_Hypothalamus	ER-positive_Breast_Cancer	8.17320E-06	1.64083E-03	1.52216E-08	8.18842E-06	1.64085E-03	-11.713	-11.739	-11.687	0.125	-1.934	2.184
Brain_Hypothalamus	Eczema	1.22418E-05	1.64083E-03	2.26172E-08	1.22644E-05	1.64085E-03	-11.309	-11.340	-11.278	0.117	-1.645	1.878
Brain_Hypothalamus	Eczema_UKBS	1.20114E-05	1.64083E-03	2.12788E-08	1.20327E-05	1.64085E-03	-11.328	-11.354	-11.302	0.075	-2.445	2.596
Brain_Hypothalamus	Education_Years	7.25877E-05	1.63613E-03	4.71661E-06	7.73043E-05	1.64085E-03	-9.529	-9.583	-9.475	3.680	1.377	5.984
Brain_Hypothalamus	Eosinophil_Count	6.68734E-05	1.63491E-03	5.93783E-06	7.28112E-05	1.64085E-03	-9.611	-9.642	-9.581	3.993	2.718	5.267
Brain_Hypothalamus	Epilepsy	4.35735E-06	1.64084E-03	7.19741E-09	4.36455E-06	1.64085E-03	-12.342	-12.370	-12.314	0.005	-3.820	3.831
Brain_Hypothalamus	Epilepsy_UKB	3.34762E-05	1.64080E-03	4.74984E-08	3.35237E-05	1.64085E-03	-10.303	-10.326	-10.280	-0.147	-4.845	4.551
Brain_Hypothalamus	Fasting_Glucose	7.16968E-06	1.64083E-03	1.98006E-08	7.18948E-06	1.64085E-03	-11.844	-11.871	-11.816	0.519	-1.624	2.663
Brain_Hypothalamus	Fasting_Insulin	4.21417E-07	1.64085E-03	6.92619E-10	4.22110E-07	1.64085E-03	-14.678	-14.712	-14.644	0.000	-0.831	0.831
Brain_Hypothalamus	Fathers_Age_At_Death_UKB	1.33679E-05	1.64082E-03	3.26128E-08	1.34005E-05	1.64085E-03	-11.221	-11.279	-11.163	0.395	-2.202	2.991
Brain_Hypothalamus	Fluid_Intelligence_Score_UKB	4.51876E-05	1.63222E-03	8.63388E-06	5.38215E-05	1.64085E-03	-10.003	-10.043	-9.963	4.761	3.360	6.163
Brain_Hypothalamus	Gout_UKBS	1.45393E-05	1.64082E-03	2.69426E-08	1.45662E-05	1.64085E-03	-11.137	-11.163	-11.111	0.120	-1.963	2.203
Brain_Hypothalamus	Granulocyte_Count	6.42514E-05	1.63189E-03	8.95754E-06	7.32090E-05	1.64085E-03	-9.651	-9.694	-9.607	4.446	3.243	5.650
Brain_Hypothalamus	HDL_Cholesterol	3.07177E-05	1.64077E-03	8.42403E-08	3.08019E-05	1.64085E-03	-10.389	-10.414	-10.364	0.512	-2.097	3.121
Brain_Hypothalamus	HDL_Cholesterol_NMR	8.48127E-06	1.64083E-03	1.93117E-08	8.50058E-06	1.64085E-03	-11.676	-11.702	-11.650	0.326	-3.559	4.211
Brain_Hypothalamus	Hayfever_UKB	4.52781E-05	1.63349E-03	7.36304E-06	5.26411E-05	1.64085E-03	-10.001	-10.044	-9.957	4.599	3.188	6.011
Brain_Hypothalamus	Heart_Attack_UKB	1.43659E-05	1.64082E-03	2.67012E-08	1.43926E-05	1.64085E-03	-11.149	-11.175	-11.123	0.123	-1.626	1.873
Brain_Hypothalamus	Heart_Rate	1.43946E-05	1.64082E-03	2.69157E-08	1.44215E-05	1.64085E-03	-11.147	-11.172	-11.122	0.129	-1.794	2.053
Brain_Hypothalamus	Height	1.19074E-04	1.63281E-03	8.03703E-06	1.27111E-04	1.64085E-03	-9.034	-9.062	-9.007	3.720	2.721	4.719
Brain_Hypothalamus	High_Cholesterol_UKBS	2.82711E-05	1.63710E-03	3.74598E-06	3.20171E-05	1.64085E-03	-10.472	-10.544	-10.399	4.392	1.984	6.800
Brain_Hypothalamus	High_Light_Scatter_Reticulocyte_Count	6.68066E-05	1.63554E-03	5.30543E-06	7.21120E-05	1.64085E-03	-9.612	-9.650	-9.574	3.881	2.399	5.363
Brain_Hypothalamus	Hip_Circumference_EUR	2.93074E-05	1.64035E-03	4.95428E-07	2.98028E-05	1.64085E-03	-10.436	-10.504	-10.367	2.331	-1.516	6.177
Brain_Hypothalamus	Hypertension_UKBS	6.52877E-05	1.63254E-03	8.31358E-06	7.36012E-05	1.64085E-03	-9.635	-9.671	-9.598	4.355	3.092	5.619
Brain_Hypothalamus	Hyperthyroidism_UKBS	1.48330E-05	1.64082E-03	2.74319E-08	1.48604E-05	1.64085E-03	-11.117	-11.143	-11.091	0.118	-1.884	2.121
Brain_Hypothalamus	Hypothyroidism_UKBS	3.77064E-05	1.63620E-03	4.65123E-06	4.23577E-05	1.64085E-03	-10.184	-10.257	-10.110	4.321	1.662	6.981
Brain_Hypothalamus	Inflammatory_Bowel_Disease	3.10574E-05	1.64008E-03	7.69896E-07	3.18273E-05	1.64085E-03	-10.378	-10.499	-10.257	2.714	-1.635	7.063
Brain_Hypothalamus	Inflammatory_Bowel_Disease_UKBS	8.67284E-05	1.64076E-03	9.19890E-08	8.68204E-05	1.64085E-03	-9.351	-9.373	-9.329	-0.438	-1.585	0.708
Brain_Hypothalamus	Insomnia_In_Both_Sexes	5.76533E-06	1.64084E-03	1.02751E-08	5.77561E-06	1.64085E-03	-12.062	-12.090	-12.035	0.081	-1.970	2.132
Brain_Hypothalamus	Insomnia_UKB	3.65555E-05	1.63837E-03	2.48049E-06	3.90360E-05	1.64085E-03	-10.215	-10.339	-10.091	3.722	-0.176	7.619
Brain_Hypothalamus	Insomnia_UKBS	5.36679E-05	1.64078E-03	6.61341E-08	5.37340E-05	1.64085E-03	-9.831	-9.853	-9.809	-0.288	-1.655	1.079
Brain_Hypothalamus	Intracraneal_Volume	1.87924E-06	1.64085E-03	3.11031E-09	1.88235E-06	1.64085E-03	-13.183	-13.212	-13.154	0.007	-2.018	2.033
Brain_Hypothalamus	Irritable_Bowel_Syndrome_UKBS	1.75570E-06	1.64085E-03	2.92625E-09	1.75862E-06	1.64085E-03	-13.251	-13.281	-13.221	0.014	-1.991	2.018
Brain_Hypothalamus	LDL_Cholesterol	2.56833E-05	1.64068E-03	1.73577E-07	2.58569E-05	1.64085E-03	-10.568	-10.596	-10.539	1.414	-1.153	3.982
Brain_Hypothalamus	LDL_Cholesterol_NMR	1.02765E-05	1.64066E-03	1.87844E-07	1.04643E-05	1.64085E-03	-11.484	-11.547	-11.420	2.409	-0.391	5.209
Brain_Hypothalamus	Lymphocyte_Count	7.16502E-05	1.63490E-03	5.94968E-06	7.75999E-05	1.64085E-03	-9.542	-9.583	-9.500	3.926	2.420	5.432
Brain_Hypothalamus	Migraine_UKB	2.69731E-05	1.64081E-03	3.91618E-08	2.70123E-05	1.64085E-03	-10.519	-10.542	-10.496	-0.124	-1.546	1.298
Brain_Hypothalamus	Migraine_UKBS	1.28952E-05	1.64083E-03	2.23698E-08	1.29176E-05	1.64085E-03	-11.257	-11.282	-11.232	0.054	-1.562	1.669
Brain_Hypothalamus	Monocyte_Count	7.01614E-05	1.63276E-03	8.09321E-06	7.82546E-05	1.64085E-03	-9.563	-9.597	-9.529	4.256	3.161	5.351
Brain_Hypothalamus	Mothers_Age_At_Death_UKB	4.91290E-06	1.64084E-03	8.10694E-09	4.92100E-06	1.64085E-03	-12.222	-12.250	-12.194	0.004	-2.254	2.262
Brain_Hypothalamus	Multiple_Sclerosis	1.21807E-05	1.64080E-03	4.51368E-08	1.22259E-05	1.64085E-03	-11.314	-11.396	-11.232	0.813	-3.175	4.801
Brain_Hypothalamus	Multiple_Sclerosis_UKBS	2.00825E-05	1.64082E-03	3.19990E-08	2.01145E-05	1.64085E-03	-10.814	-10.839	-10.789	-0.031	-1.678	1.616
Brain_Hypothalamus	Myeloid_White_Cell_Count	6.49621E-05	1.63153E-03	9.32103E-06	7.42831E-05	1.64085E-03	-9.640	-9.674	-9.605	4.475	3.335	5.615
Brain_Hypothalamus	Neuroticism	7.98080E-08	1.64085E-03	1.31168E-10	7.99392E-08	1.64085E-03	-16.342	-16.379	-16.305	0.000	-0.131	0.131
Brain_Hypothalamus	Neuroticism_UKB	5.81956E-05	1.64038E-03	4.67052E-07	5.86627E-05	1.64085E-03	-9.750	-9.812	-9.689	1.586	-2.108	5.280
Brain_Hypothalamus	Neutrophil_Count	6.33582E-05	1.63187E-03	8.97537E-06	7.23336E-05	1.64085E-03	-9.665	-9.709	-9.621	4.462	3.262	5.662
Brain_Hypothalamus	Osteoporosis_UKBS	1.13914E-05	1.64083E-03	2.04649E-08	1.14118E-05	1.64085E-03	-11.381	-11.407	-11.355	0.089	-2.081	2.258
Brain_Hypothalamus	Parkinsons_Disease_UKBS	3.27151E-05	1.64080E-03	4.59106E-08	3.27610E-05	1.64085E-03	-10.326	-10.349	-10.303	-0.158	-2.575	2.258
Brain_Hypothalamus	Platelet_Count	7.83973E-05	1.63259E-03	8.25588E-06	8.66532E-05	1.64085E-03	-9.452	-9.481	-9.423	4.165	3.033	5.297
Brain_Hypothalamus	Psoriasis_UKBS	1.79547E-05	1.64065E-03	2.03487E-07	1.81582E-05	1.64085E-03	-10.926	-10.959	-10.893	1.931	-0.157	4.019
